ID,Name,Grad,Schule,Unterschule,Kategorie,Beschreibung,Alchemist,Antipaladin,Barde,Druide,Hexe,Hexenmeister,Inquisitor,Kampfmagus,Magier,Kleriker,Mystiker,Paktmagier,Paladin,Waldläufer,Blutwüter,Schamane,Jäger,Regelwerk,Seite
1017,"<a href=""http://prd.5footstep.de/Permalink?page_id=1017"" target=""_blank"">Standort vortäuschen</a>","Hexenmeister/Magier 3,Barde 3,Paktmagier 3,Alchemist 3,Kampfmagus 3",Illusion,Fehlgefühl,,Angriffe gegen das Ziel unterliegen einer Fehlschlagchance von 50%.,3,,3,,,3,,3,3,,,3,,,,,,Grundregelwerk,334
1018,"<a href=""http://prd.5footstep.de/Permalink?page_id=1018"" target=""_blank"">Statue</a>","Alchemist 6,Hexenmeister/Magier 7",Verwandlung,,,Ziel kann sich freiwillig in eine Statue verwandeln.,6,,,,,7,,,7,,,,,,,,,Grundregelwerk,335
1019,"<a href=""http://prd.5footstep.de/Permalink?page_id=1019"" target=""_blank"">Steckenwandlung</a>",Druide 7,Verwandlung,,,Dein Stab wird auf deinen Befehl zu einem Baumhirten.,,,,7,,,,,,,,,,,,,,Grundregelwerk,335
1020,"<a href=""http://prd.5footstep.de/Permalink?page_id=1020"" target=""_blank"">Stein formen</a>","Schamane 3,Kleriker 3,Jäger 3,Druide 3,Hexenmeister/Magier 4,Elementarmagier (Erde) 4",Verwandlung,,Erde,Verwandelt Stein in die gewünschte Form.,,,,3,,4,,,4,3,,,,,,3,3,Grundregelwerk,335
1021,"<a href=""http://prd.5footstep.de/Permalink?page_id=1021"" target=""_blank"">Stein zu Fleisch</a>","Schamane 6,Hexe 6,Kampfmagus 6,Hexenmeister/Magier 6,Elementarmagier (Erde) 6",Verwandlung,,,Verwandelt eine versteinerte Kreatur wieder zurück.,,,,,6,6,,6,6,,,,,,,6,,Grundregelwerk,335
1022,"<a href=""http://prd.5footstep.de/Permalink?page_id=1022"" target=""_blank"">Steindornen</a>","Druide 4,Schamane 4,Jäger 4",Verwandlung,,Erde,Kreaturen im Wirkungsbereich erleiden 1W8 Schaden und können verlangsamt werden.,,,,4,,,,,,,,,,,,4,4,Grundregelwerk,335
1023,"<a href=""http://prd.5footstep.de/Permalink?page_id=1023"" target=""_blank"">Steinhaut</a>","Schamane 5,Kampfmagus 4,Jäger 5,Inquisitor 4,Hexenmeister/Magier 4,Paktmagier 3,Elementarmagier (Erde) 4,Druide 5,Blutwüter 4,Alchemist 4",Bannzauber,,,Gewährt SR 10/Adamant.,4,,,5,,4,4,4,4,,,3,,,4,5,5,Grundregelwerk,336
1024,"<a href=""http://prd.5footstep.de/Permalink?page_id=1024"" target=""_blank"">Steinwand</a>","Hexenmeister/Magier 5,Paktmagier 4,Elementarmagier (Erde) 5,Kleriker 5,Schamane 6,Druide 6,Jäger 6,Kampfmagus 5",Beschwörung,Erschaffung,Erde,"Erschafft eine Steinwand, die noch geformt werden kann.",,,,6,,5,,5,5,5,,4,,,,6,6,Grundregelwerk,336
1025,"<a href=""http://prd.5footstep.de/Permalink?page_id=1025"" target=""_blank"">Stille</a>","Barde 2,Inquisitor 2,Kleriker 2,Antipaladin 2",Illusion,Fehlgefühl,,Negiert Geräusche in einem Radius von 6m.,,2,2,,,,2,,,2,,,,,,,,Grundregelwerk,336
1026,"<a href=""http://prd.5footstep.de/Permalink?page_id=1026"" target=""_blank"">Stilles Trugbild</a>","Barde 1,Kampfmagus 1,Hexenmeister/Magier 1",Illusion,Einbildung,,Erschafft eine kleinere Illusion nach deinen Vorstellungen.,,,1,,,1,,1,1,,,,,,,,,Grundregelwerk,336
1027,"<a href=""http://prd.5footstep.de/Permalink?page_id=1027"" target=""_blank"">Stinkende Wolke</a>","Blutwüter 3,Hexe 3,Schamane 3,Kampfmagus 3,Hexenmeister/Magier 3,Elementarmagier (Erde) 3",Beschwörung,Erschaffung,Gift,Übelkeitserregende Dämpfe für 1 Runde / Stufe.,,,,,3,3,,3,3,,,,,,3,3,,Grundregelwerk,336
1028,"<a href=""http://prd.5footstep.de/Permalink?page_id=1028"" target=""_blank"">Sturm der Vergeltung</a>","Hexe 9,Kleriker 9,Druide 9,Schamane 9",Beschwörung,Herbeizauberung,,"Ein Sturm aus Hagel, Säure und Blitzen geht hernieder.",,,,9,9,,,,,9,,,,,,9,,Grundregelwerk,337
1029,"<a href=""http://prd.5footstep.de/Permalink?page_id=1029"" target=""_blank"">Symbol der Betäubung</a>","Hexe 7,Kleriker 7,Hexenmeister/Magier 7",Verzauberung,Zwang,Geistesbeeinflussung,&lt;sup&gt;M&lt;/sup&gt;Ausgelöste Rune betäubt in der Nähe befindliche Kreaturen.,,,,,7,7,,,7,7,,,,,,,,Grundregelwerk,337
1030,"<a href=""http://prd.5footstep.de/Permalink?page_id=1030"" target=""_blank"">Symbol der Furcht</a>","Hexe 6,Kleriker 6,Hexenmeister/Magier 6",Nekromantie,,"Geistesbeeinflussung,Furcht,Gefühl",&lt;sup&gt;M&lt;/sup&gt;Ausgelöste Rune versetzt in der Nähe befindliche Kreaturen in Panik.,,,,,6,6,,,6,6,,,,,,,,Grundregelwerk,337
1031,"<a href=""http://prd.5footstep.de/Permalink?page_id=1031"" target=""_blank"">Symbol des Schlafs</a>","Hexe 5,Kleriker 5,Hexenmeister/Magier 5",Verzauberung,Zwang,Geistesbeeinflussung,&lt;sup&gt;M&lt;/sup&gt;Ausgelöste Rune lässt in der Nähe befindliche Kreaturen in Schlaf fallen.,,,,,5,5,,,5,5,,,,,,,,Grundregelwerk,337
1032,"<a href=""http://prd.5footstep.de/Permalink?page_id=1032"" target=""_blank"">Symbol des Schmerzes</a>","Hexe 5,Kleriker 5,Hexenmeister/Magier 5",Nekromantie,,"Böses,Schmerz",&lt;sup&gt;M&lt;/sup&gt;Ausgelöste Rune erfüllt in der Nähe befindliche Kreaturen mit Schmerz.,,,,,5,5,,,5,5,,,,,,,,Grundregelwerk,337
1033,"<a href=""http://prd.5footstep.de/Permalink?page_id=1033"" target=""_blank"">Symbol der Schwächung</a>","Hexe 7,Kleriker 7,Hexenmeister/Magier 7",Nekromantie,,,&lt;sup&gt;M&lt;/sup&gt;Ausgelöste Rune schwächt in der Nähe befindliche Kreaturen.,,,,,7,7,,,7,7,,,,,,,,Grundregelwerk,338
1034,"<a href=""http://prd.5footstep.de/Permalink?page_id=1034"" target=""_blank"">Symbol der Überredung</a>","Hexe 6,Kleriker 6,Hexenmeister/Magier 6",Verzauberung,Bezauberung,Geistesbeeinflussung,&lt;sup&gt;M&lt;/sup&gt;Ausgelöste Rune bezaubert in der Nähe befindliche Kreaturen.,,,,,6,6,,,6,6,,,,,,,,Grundregelwerk,338
1035,"<a href=""http://prd.5footstep.de/Permalink?page_id=1035"" target=""_blank"">Symbol des Wahnsinns</a>","Hexe 8,Kleriker 8,Hexenmeister/Magier 8",Verzauberung,Zwang,Geistesbeeinflussung,&lt;sup&gt;M&lt;/sup&gt;Ausgelöste Rune macht in der Nähe befindliche Kreaturen wahnsinnig.,,,,,8,8,,,8,8,,,,,,,,Grundregelwerk,339
1036,"<a href=""http://prd.5footstep.de/Permalink?page_id=1036"" target=""_blank"">Symbol des Todes</a>","Hexe 8,Kleriker 8,Hexenmeister/Magier 8",Nekromantie,,Tod,&lt;sup&gt;M&lt;/sup&gt;Ausgelöste Rune tötet in der Nähe befindliche Kreaturen.,,,,,8,8,,,8,8,,,,,,,,Grundregelwerk,338
1037,"<a href=""http://prd.5footstep.de/Permalink?page_id=1037"" target=""_blank"">Sympathie</a>","Hexe 8,Paktmagier 6,Druide 9,Hexenmeister/Magier 8",Verzauberung,Zwang,"Gefühl,Geistesbeeinflussung",&lt;sup&gt;F&lt;/sup&gt;Gegenstand oder Ort zieht bestimmte Kreaturen an.,,,,9,8,8,,,8,,,6,,,,,,Grundregelwerk,339
1038,"<a href=""http://prd.5footstep.de/Permalink?page_id=1038"" target=""_blank"">Tageslicht</a>","Jäger 3,Paladin 3,Barde 3,Kampfmagus 3,Inquisitor 3,Hexenmeister/Magier 3,Kleriker 3,Schamane 3,Druide 3",Hervorrufung,,Licht,Helles Licht in einem Radius von 18m.,,,3,3,,3,3,3,3,3,,,3,,,3,3,Grundregelwerk,339
1039,"<a href=""http://prd.5footstep.de/Permalink?page_id=1039"" target=""_blank"">Tanzende Lichter</a>","Schamane 0,Barde 0,Hexe 0,Kampfmagus 0,Hexenmeister/Magier 0",Hervorrufung,,Licht,Erschafft Fackeln und andere Lichter.,,,0,,0,0,,0,0,,,,,,,0,,Grundregelwerk,339
1040,"<a href=""http://prd.5footstep.de/Permalink?page_id=1040"" target=""_blank"">Teilweise Genesung</a>","Paladin 1,Inquisitor 2,Schamane 2,Kleriker 2,Jäger 2,Druide 2,Alchemist 2",Beschwörung,Heilung,,Bannt magische Attributsmali oder heilt 1W4 Punkte Attributsschaden.,2,,,2,,,2,,,2,,,1,,,2,2,Grundregelwerk,339
1041,"<a href=""http://prd.5footstep.de/Permalink?page_id=1041"" target=""_blank"">Telekinese</a>","Kampfmagus 5,Hexenmeister/Magier 5",Verwandlung,,,"Bewegt einen Gegenstand, greift Kreaturen an oder schleudert Gegenstände oder Kreaturen durch die Gegend.",,,,,,5,,5,5,,,,,,,,,Grundregelwerk,340
1042,"<a href=""http://prd.5footstep.de/Permalink?page_id=1042"" target=""_blank"">Telekinesesphäre</a>",Hexenmeister/Magier 8,Hervorrufung,,Energie,"Wie Unverwüstliche Sphäre, du bewegst die Sphäre jedoch telekinetisch.",,,,,,8,,,8,,,,,,,,,Grundregelwerk,340
1043,"<a href=""http://prd.5footstep.de/Permalink?page_id=1043"" target=""_blank"">Telepathisches Band</a>","Hexe 5,Inquisitor 5,Hexenmeister/Magier 5",Erkenntnis,,,Verbindung ermöglicht es Verbündeten sich miteinander zu unterhalten.,,,,,5,5,5,,5,,,,,,,,,Grundregelwerk,341
1044,"<a href=""http://prd.5footstep.de/Permalink?page_id=1044"" target=""_blank"">Teleportieren</a>","Hexe 5,Paktmagier 4,Hexenmeister/Magier 5",Beschwörung,Teleportation,,Transportiert dich sofort 150km/Stufe weit.,,,,,5,5,,,5,,,4,,,,,,Grundregelwerk,341
1045,"<a href=""http://prd.5footstep.de/Permalink?page_id=1045"" target=""_blank"">Mächtiges Teleportieren</a>","Hexe 7,Paktmagier 5,Hexenmeister/Magier 7",Beschwörung,Teleportation,,"Wie Teleportieren, aber keine Einschränkung der Reichweite und kein Abkommen vom Ziel.",,,,,7,7,,,7,,,5,,,,,,Grundregelwerk,341
1046,"<a href=""http://prd.5footstep.de/Permalink?page_id=1046"" target=""_blank"">Temporäre Stasis</a>",Hexenmeister/Magier 8,Verwandlung,,,&lt;sup&gt;M&lt;/sup&gt;Versetzt ein Ziel in einen scheintoten Zustand.,,,,,,8,,,8,,,,,,,,,Grundregelwerk,341
1047,"<a href=""http://prd.5footstep.de/Permalink?page_id=1047"" target=""_blank"">Tiefe Verzweiflung</a>","Barde 3,Hexe 4,Hexenmeister/Magier 4,Blutwüter 4",Verzauberung,Zwang,"Geistesbeeinflussung,Gefühl","Ziel erleidet -2 auf Angriffs-, Schadens-, Rettungs- und Fertigkeitswürfe.",,,3,,4,4,,,4,,,,,,4,,,Grundregelwerk,342
1048,"<a href=""http://prd.5footstep.de/Permalink?page_id=1048"" target=""_blank"">Tiefere Dunkelheit</a>","Inquisitor 3,Kleriker 3,Antipaladin 3,Schamane 3",Hervorrufung,,Dunkelheit,Gegenstand verbreitet übernatürliche Schatten in einem Radius von 18 m.,,3,,,,,3,,,3,,,,,,3,,Grundregelwerk,342
1049,"<a href=""http://prd.5footstep.de/Permalink?page_id=1049"" target=""_blank"">Tiefschlaf</a>","Barde 3,Hexe 3,Hexenmeister/Magier 3,Schamane 3",Verzauberung,Zwang,Geistesbeeinflussung,Lässt 10 TW an Kreaturen einschlafen.,,,3,,3,3,,,3,,,,,,,3,,Grundregelwerk,342
1050,"<a href=""http://prd.5footstep.de/Permalink?page_id=1050"" target=""_blank"">Tier beherrschen</a>","Druide 3,Schamane 3,Jäger 3",Verzauberung,Zwang,Geistesbeeinflussung,"Das betroffene Tier gehorcht stillen, geistigen Befehlen.",,,,3,,,,,,,,,,,,3,3,Grundregelwerk,342
1051,"<a href=""http://prd.5footstep.de/Permalink?page_id=1051"" target=""_blank"">Tier bezaubern</a>","Druide 1,Waldläufer 1,Schamane 1,Jäger 1",Verzauberung,Bezauberung,Geistesbeeinflussung,Macht ein Tier zu deinem Freund.,,,,1,,,,,,,,,,1,,1,1,Grundregelwerk,342
1052,"<a href=""http://prd.5footstep.de/Permalink?page_id=1052"" target=""_blank"">Tier festhalten</a>","Druide 2,Waldläufer 2,Jäger 2",Verzauberung,Zwang,Geistesbeeinflussung,Lähmt ein Tier 1 Runde / Stufe.,,,,2,,,,,,,,,,2,,,2,Grundregelwerk,342
1053,"<a href=""http://prd.5footstep.de/Permalink?page_id=1053"" target=""_blank"">Tier verkleinern</a>","Druide 2,Waldläufer 3,Jäger 3",Verwandlung,,,Schrumpft ein bereitwilliges Tier.,,,,2,,,,,,,,,,3,,,3,Grundregelwerk,342
1054,"<a href=""http://prd.5footstep.de/Permalink?page_id=1054"" target=""_blank"">Tierbote</a>","Jäger 1,Barde 2,Druide 2,Waldläufer 1,Schamane 2",Verzauberung,Zwang,Geistesbeeinflussung,Schickt ein sehr kleines Tier zu einem bestimmten Ort.,,,2,2,,,,,,,,,,1,,2,1,Grundregelwerk,342
1055,"<a href=""http://prd.5footstep.de/Permalink?page_id=1055"" target=""_blank"">Tiere beruhigen</a>","Druide 1,Waldläufer 1,Schamane 1,Jäger 1",Verzauberung,Zwang,"Geistesbeeinflussung,Gefühl",Beruhigt (2W4 + Stufe) TW an Tieren.,,,,1,,,,,,,,,,1,,1,1,Grundregelwerk,343
1056,"<a href=""http://prd.5footstep.de/Permalink?page_id=1056"" target=""_blank"">Tiere faszinieren</a>","Barde 2,Druide 2,Jäger 2",Verzauberung,Zwang,"Schall,Geistesbeeinflussung",Fasziniert 2W6 TW an Tieren.,,,2,2,,,,,,,,,,,,,2,Grundregelwerk,343
1057,"<a href=""http://prd.5footstep.de/Permalink?page_id=1057"" target=""_blank"">Tiere oder Pflanzen entdecken</a>","Druide 1,Waldläufer 1,Schamane 1,Jäger 1",Erkenntnis,,,Entdeckt bestimmte Arten an Pflanzen oder Tieren.,,,,1,,,,,,,,,,1,,1,1,Grundregelwerk,343
1058,"<a href=""http://prd.5footstep.de/Permalink?page_id=1058"" target=""_blank"">Tierform</a>","Druide 8,Schamane 8",Verwandlung,Gestaltwechsel,,Ein Verbündeter/Stufe verwandelt sich in ein ausgewähltes Tier.,,,,8,,,,,,,,,,,,8,,Grundregelwerk,343
1059,"<a href=""http://prd.5footstep.de/Permalink?page_id=1059"" target=""_blank"">Tierwachstum</a>","Jäger 5,Druide 5,Waldläufer 4,Hexenmeister/Magier 5,Schamane 5",Verwandlung,,,Ein Tier wächst zu seiner doppelten Größe an.,,,,5,,5,,,5,,,,,4,,5,5,Grundregelwerk,343
1060,"<a href=""http://prd.5footstep.de/Permalink?page_id=1060"" target=""_blank"">Tintenschlange</a>","Barde 3,Hexe 3,Hexenmeister/Magier 3",Beschwörung,Erschaffung,Energie,"&lt;sup&gt;M&lt;/sup&gt;Erzeugt Symbol im Text, dass den Leser lähmt.",,,3,,3,3,,,3,,,,,,,,,Grundregelwerk,344
1061,"<a href=""http://prd.5footstep.de/Permalink?page_id=1061"" target=""_blank"">Tod den Untoten</a>","Inquisitor 6,Kleriker 6,Hexenmeister/Magier 6",Nekromantie,,,&lt;sup&gt;M&lt;/sup&gt;Zerstört 1W4 TW/Stufe an untoten Kreaturen (max. 20W4).,,,,,,6,6,,6,6,,,,,,,,Grundregelwerk,344
1062,"<a href=""http://prd.5footstep.de/Permalink?page_id=1062"" target=""_blank"">Todeskreis</a>","Inquisitor 6,Hexenmeister/Magier 6",Nekromantie,,Tod,&lt;sup&gt;M&lt;/sup&gt;Tötet 1W4 TW an Kreaturen pro Stufe.,,,,,,6,6,,6,,,,,,,,,Grundregelwerk,344
1063,"<a href=""http://prd.5footstep.de/Permalink?page_id=1063"" target=""_blank"">Todesschutz</a>","Alchemist 4,Hexe 4,Paladin 4,Inquisitor 4,Jäger 5,Kleriker 4,Druide 5",Nekromantie,,,Verleiht Boni gegen Todeszauber und negative Energie.,4,,,5,4,,4,,,4,,,4,,,,5,Grundregelwerk,344
1064,"<a href=""http://prd.5footstep.de/Permalink?page_id=1064"" target=""_blank"">Todeswolke</a>","Hexe 5,Kampfmagus 5,Hexenmeister/Magier 5,Elementarmagier (Wasser) 5",Beschwörung,Erschaffung,Gift,Tötet Kreatur mit 3 TW oder weniger; Kreaturen mit 4-6 TW müssen einen Rettungswurf machen oder sterben; Kreaturen mit mehr als 6 TW erleiden KO-Schaden.,,,,,5,5,,5,5,,,,,,,,,Grundregelwerk,344
1065,"<a href=""http://prd.5footstep.de/Permalink?page_id=1065"" target=""_blank"">Tor</a>","Kleriker 9,Hexenmeister/Magier 9,Elementarmagier (Allgemein) 9",Beschwörung,"Erschaffung,Herbeirufung",,Verbindet zwei Ebenen zum Zweck des Reisens oder Herbeizauberns.,,,,,,9,,,9,9,,,,,,,,Grundregelwerk,345
1066,"<a href=""http://prd.5footstep.de/Permalink?page_id=1066"" target=""_blank"">Tödliches Phantom</a>","Hexe 4,Kampfmagus 4,Hexenmeister/Magier 4,Blutwüter 4",Illusion,Phantom,"Geistesbeeinflussung,Furcht,Gefühl",Furchteinflößende Illusion tötet Ziel oder verursacht 3W6 Schaden.,,,,,4,4,,4,4,,,,,,4,,,Grundregelwerk,345
1067,"<a href=""http://prd.5footstep.de/Permalink?page_id=1067"" target=""_blank"">Tote beleben</a>","Kleriker 3,Antipaladin 3,Hexenmeister/Magier 4",Nekromantie,,Böses,&lt;sup&gt;M&lt;/sup&gt;Erschafft untote Skelette und Zombies.,,3,,,,4,,,4,3,,,,,,,,Grundregelwerk,346
1068,"<a href=""http://prd.5footstep.de/Permalink?page_id=1068"" target=""_blank"">Tote erwecken</a>","Hexe 6,Kleriker 5,Schamane 6",Beschwörung,Heilung,,"&lt;sup&gt;M&lt;/sup&gt;Erweckt ein Ziel zum Leben, das nicht länger als 1 Tag/Stufe tot war.",,,,,6,,,,,5,,,,,,6,,Grundregelwerk,346
1069,"<a href=""http://prd.5footstep.de/Permalink?page_id=1069"" target=""_blank"">Totenglocke</a>","Hexe 2,Inquisitor 2,Kleriker 2,Antipaladin 1",Nekromantie,,"Böses,Tod","Tötet sterbende Kreaturen; du erhältst 1W8 temporäre TP, +2 auf ST und +1 Stufe.",,1,,,2,,2,,,2,,,,,,,,Grundregelwerk,346
1070,"<a href=""http://prd.5footstep.de/Permalink?page_id=1070"" target=""_blank"">Totenwache</a>",Kleriker 1,Nekromantie,,,"Enthüllt, wie nah Ziele innerhalb von 9 m dem Tode sind.",,,,,,,,,,1,,,,,,,,Grundregelwerk,346
1071,"<a href=""http://prd.5footstep.de/Permalink?page_id=1071"" target=""_blank"">Traum</a>","Barde 5,Alchemist 5,Hexenmeister/Magier 5",Illusion,Phantom,Geistesbeeinflussung,Sendet eine Botschaft an einen Schlafenden.,5,,5,,,5,,,5,,,,,,,,,Grundregelwerk,346
1072,"<a href=""http://prd.5footstep.de/Permalink?page_id=1072"" target=""_blank"">Tugend</a>","Schamane 0,Inquisitor 0,Jäger 0,Kleriker 0,Druide 0,Paladin 1",Verwandlung,,,Ziel erhält 1 temporären TP.,,,,0,,,0,,,0,,,1,,,0,0,Grundregelwerk,347
1073,"<a href=""http://prd.5footstep.de/Permalink?page_id=1073"" target=""_blank"">Überlandflug</a>","Hexenmeister/Magier 5,Hexe 5,Elementarmagier (Luft) 5,Paktmagier 4,Schamane 5,Alchemist 5,Kampfmagus 5",Verwandlung,,,Du fliegst mit einer Bewegungsrate von 12m und kannst über größere Distanzen eilen.,5,,,,5,5,,5,5,,,4,,,,5,,Grundregelwerk,347
1074,"<a href=""http://prd.5footstep.de/Permalink?page_id=1074"" target=""_blank"">Umwandlung</a>","Hexe 6,Alchemist 6,Kampfmagus 6,Hexenmeister/Magier 6",Verwandlung,,,&lt;sup&gt;M&lt;/sup&gt;Du erhältst Boni im Kampf.,6,,,,6,6,,6,6,,,,,,,,,Grundregelwerk,347
1075,"<a href=""http://prd.5footstep.de/Permalink?page_id=1075"" target=""_blank"">Unauffälliger Diener</a>","Hexenmeister/Magier 1,Barde 1,Hexe 1,Paktmagier 1,Kampfmagus 1",Beschwörung,Erschaffung,,Unsichtbare Kraft befolgt deine Befehle.,,,1,,1,1,,1,1,,,1,,,,,,Grundregelwerk,347
1076,"<a href=""http://prd.5footstep.de/Permalink?page_id=1076"" target=""_blank"">Unauffindbarkeit</a>","Hexenmeister/Magier 3,Paktmagier 3,Jäger 4,Alchemist 3,Waldläufer 4,Antipaladin 3",Bannzauber,,,&lt;sup&gt;M&lt;/sup&gt;Verbirgt ein Ziel vor Erkenntnismagie und Ausspähung.,3,3,,,,3,,,3,,,3,,4,,,4,Grundregelwerk,347
1077,"<a href=""http://prd.5footstep.de/Permalink?page_id=1077"" target=""_blank"">Ungeziefer zurücktreiben</a>","Schamane 4,Barde 4,Jäger 3,Kleriker 4,Druide 4,Waldläufer 3",Bannzauber,,Schmerz,"Insekten, Spinnen und anderes Ungeziefer wird 3 m weit zurückgetrieben.",,,4,4,,,,,,4,,,,3,,4,3,Grundregelwerk,348
1078,"<a href=""http://prd.5footstep.de/Permalink?page_id=1078"" target=""_blank"">Unheil</a>","Inquisitor 1,Kleriker 1,Antipaladin 1,Schamane 1",Nekromantie,,"Furcht,Gefühl,Geistesbeeinflussung",Ein Ziel erhält -2 auf Angriffs- Schadens- Rettungs- und Fertigkeitswürfe.,,1,,,,,1,,,1,,,,,,1,,Grundregelwerk,348
1079,"<a href=""http://prd.5footstep.de/Permalink?page_id=1079"" target=""_blank"">Unheilige Aura</a>",Kleriker 8,Bannzauber,,Böses,"&lt;sup&gt;F&lt;/sup&gt;+4 auf die RK, +4 Resistenz und ZR von 25 gegen gute Zauber.",,,,,,,,,,8,,,,,,,,Grundregelwerk,348
1080,"<a href=""http://prd.5footstep.de/Permalink?page_id=1080"" target=""_blank"">Unheilige Plage</a>","Inquisitor 4,Kleriker 4",Hervorrufung,,Böses,Schadet guten Kreaturen und macht sie krank (1W8/2 Stufen).,,,,,,,4,,,4,,,,,,,,Grundregelwerk,348
1081,"<a href=""http://prd.5footstep.de/Permalink?page_id=1081"" target=""_blank"">Unheimliches Schicksal</a>",Hexenmeister/Magier 9,Illusion,Phantom,"Furcht,Gefühl,Geistesbeeinflussung","Wie Tödliches Phantom, betrifft aber alle innerhalb von 9m.",,,,,,9,,,9,,,,,,,,,Grundregelwerk,348
1082,"<a href=""http://prd.5footstep.de/Permalink?page_id=1082"" target=""_blank"">Unsichtbares sehen</a>","Alchemist 2,Barde 3,Hexenmeister/Magier 2,Hexe 2,Blutwüter 2,Inquisitor 2,Paktmagier 2",Erkenntnis,,,Enthüllt unsichtbare Kreaturen oder Gegenstände.,2,,3,,2,2,2,,2,,,2,,,2,,,Grundregelwerk,348
1083,"<a href=""http://prd.5footstep.de/Permalink?page_id=1083"" target=""_blank"">Unsichtbarkeit</a>","Kampfmagus 2,Barde 2,Antipaladin 2,Inquisitor 2,Hexenmeister/Magier 2,Paktmagier 2,Alchemist 2",Illusion,Fehlgefühl,,Ziel wird für 1 Min. / Stufe unsichtbar oder bis es angreift.,2,2,2,,,2,2,2,2,,,2,,,,,,Grundregelwerk,349
1084,"<a href=""http://prd.5footstep.de/Permalink?page_id=1084"" target=""_blank"">Mächtige Unsichtbarkeit</a>","Kampfmagus 4,Barde 4,Antipaladin 4,Inquisitor 4,Hexenmeister/Magier 4,Paktmagier 3,Alchemist 4",Illusion,Fehlgefühl,,"Wie Unsichtbarkeit, Ziel kann aber angreifen, ohne sichtbar zu werden.",4,4,4,,,4,4,4,4,,,3,,,,,,Grundregelwerk,349
1085,"<a href=""http://prd.5footstep.de/Permalink?page_id=1085"" target=""_blank"">Massenunsichtbarkeit</a>","Paktmagier 5,Hexenmeister/Magier 7",Illusion,Fehlgefühl,,"Wie Unsichtbarkeit, betrifft aber alle innerhalb der Reichweite.",,,,,,7,,,7,,,5,,,,,,Grundregelwerk,349
1086,"<a href=""http://prd.5footstep.de/Permalink?page_id=1086"" target=""_blank"">Unsichtbarkeit aufheben</a>","Inquisitor 3,Kleriker 3",Hervorrufung,,,"Bannt Unsichtbarkeit innerhalb von 1,50 m/Stufe.",,,,,,,3,,,3,,,,,,,,Grundregelwerk,349
1087,"<a href=""http://prd.5footstep.de/Permalink?page_id=1087"" target=""_blank"">Untote befehligen</a>",Hexenmeister/Magier 2,Nekromantie,,,Untote Kreaturen gehorchen deinen Befehlen.,,,,,,2,,,2,,,,,,,,,Grundregelwerk,349
1088,"<a href=""http://prd.5footstep.de/Permalink?page_id=1088"" target=""_blank"">Untote entdecken</a>","Hexenmeister/Magier 1,Inquisitor 1,Schamane 1,Kleriker 1,Alchemist 1,Paladin 1",Erkenntnis,,,Entdeckt untote Kreaturen innerhalb von 18m.,1,,,,,1,1,,1,1,,,1,,,1,,Grundregelwerk,349
1089,"<a href=""http://prd.5footstep.de/Permalink?page_id=1089"" target=""_blank"">Untote erschaffen</a>","Kleriker 6,Hexenmeister/Magier 6,Schamane 6",Nekromantie,,Böses,"Du kannst alle Ghule, Grule, Mumuien oder Morhgs erschaffen.",,,,,,6,,,6,6,,,,,,6,,Grundregelwerk,350
1090,"<a href=""http://prd.5footstep.de/Permalink?page_id=1090"" target=""_blank"">Mächtigere Untote erschaffen</a>","Kleriker 8,Hexenmeister/Magier 8,Schamane 8",Nekromantie,,Böses,"&lt;sup&gt;M&lt;/sup&gt;Erschafft Schatten, Schreckensgespenster, Todesalben und Zehrer.",,,,,,8,,,8,8,,,,,,8,,Grundregelwerk,350
1091,"<a href=""http://prd.5footstep.de/Permalink?page_id=1091"" target=""_blank"">Untote festsetzen</a>","Inquisitor 3,Hexenmeister/Magier 3",Nekromantie,,,Macht untote Kreaturen 1 Runde/Stufe bewegungslos.,,,,,,3,3,,3,,,,,,,,,Grundregelwerk,350
1092,"<a href=""http://prd.5footstep.de/Permalink?page_id=1092"" target=""_blank"">Untote kontrollieren</a>",Hexenmeister/Magier 7,Nekromantie,,,"&lt;sup&gt;M&lt;/sup&gt;Untote Kreaturen greifen dich nicht an, solange sie unter deinem Kommando stehen.",,,,,,7,,,7,,,,,,,,,Grundregelwerk,350
1093,"<a href=""http://prd.5footstep.de/Permalink?page_id=1093"" target=""_blank"">Untote schwächen</a>","Inquisitor 0,Kampfmagus 0,Hexenmeister/Magier 0",Nekromantie,,,Verursacht 1W6 Schaden bei einer untoten Kreatur.,,,,,,0,0,0,0,,,,,,,,,Grundregelwerk,350
